"Word","Little","Small","c","d","GStat","Association"
"stop",1,0,36443,31244,1.238276817415,"little"
"stoppage",1,0,36443,31244,1.238276817415,"little"
"stopper",1,0,36443,31244,1.238276817415,"little"
"story-book",1,0,36443,31244,1.238276817415,"little"
"strategist",1,0,36443,31244,1.238276817415,"little"
"streak",1,0,36443,31244,1.238276817415,"little"
"streamer",1,0,36443,31244,1.238276817415,"little"
"streamlet",1,0,36443,31244,1.238276817415,"little"
"strumpet",1,0,36443,31244,1.238276817415,"little"
"stubble",1,0,36443,31244,1.238276817415,"little"
"stud-groom",1,0,36443,31244,1.238276817415,"little"
"stump",1,0,36443,31244,1.238276817415,"little"
"style",1,0,36443,31244,1.238276817415,"little"
"styling",1,0,36443,31244,1.238276817415,"little"
"stylophone",1,0,36443,31244,1.238276817415,"little"
"sub-business",1,0,36443,31244,1.238276817415,"little"
"sub-culture",1,0,36443,31244,1.238276817415,"little"
"sub-heading",1,0,36443,31244,1.238276817415,"little"
"sub-parcel",1,0,36443,31244,1.238276817415,"little"
"sub-section",1,0,36443,31244,1.238276817415,"little"
"sub/dom",1,0,36443,31244,1.238276817415,"little"
"subculture",1,0,36443,31244,1.238276817415,"little"
"submarine",1,0,36443,31244,1.238276817415,"little"
"subordination",1,0,36443,31244,1.238276817415,"little"
"subterfuge",1,0,36443,31244,1.238276817415,"little"
"suburb",1,0,36443,31244,1.238276817415,"little"
"succour",1,0,36443,31244,1.238276817415,"little"
"sufferer",1,0,36443,31244,1.238276817415,"little"
"suffering",1,0,36443,31244,1.238276817415,"little"
"sulk",1,0,36443,31244,1.238276817415,"little"
"summary",1,0,36443,31244,1.238276817415,"little"
"summit",1,0,36443,31244,1.238276817415,"little"
"sunbathing",1,0,36443,31244,1.238276817415,"little"
"sunfrock",1,0,36443,31244,1.238276817415,"little"
"superior",1,0,36443,31244,1.238276817415,"little"
"superstition",1,0,36443,31244,1.238276817415,"little"
"suspension",1,0,36443,31244,1.238276817415,"little"
"sustenance",1,0,36443,31244,1.238276817415,"little"
"suzi",1,0,36443,31244,1.238276817415,"little"
"swallow",1,0,36443,31244,1.238276817415,"little"
"swan",1,0,36443,31244,1.238276817415,"little"
"swapping",1,0,36443,31244,1.238276817415,"little"
"sward",1,0,36443,31244,1.238276817415,"little"
"sway",1,0,36443,31244,1.238276817415,"little"
"sweat-shop",1,0,36443,31244,1.238276817415,"little"
"sweetex",1,0,36443,31244,1.238276817415,"little"
"sweetness",1,0,36443,31244,1.238276817415,"little"
"swig",1,0,36443,31244,1.238276817415,"little"
"swim",1,0,36443,31244,1.238276817415,"little"
"swimming-pool",1,0,36443,31244,1.238276817415,"little"
"switchboard",1,0,36443,31244,1.238276817415,"little"
"swordplay",1,0,36443,31244,1.238276817415,"little"
"syllable",1,0,36443,31244,1.238276817415,"little"
"syllogism",1,0,36443,31244,1.238276817415,"little"
"sylvia",1,0,36443,31244,1.238276817415,"little"
"synaesthesia",1,0,36443,31244,1.238276817415,"little"
"synergy",1,0,36443,31244,1.238276817415,"little"
"synthesis",1,0,36443,31244,1.238276817415,"little"
"t'yungunz",1,0,36443,31244,1.238276817415,"little"
"tabby",1,0,36443,31244,1.238276817415,"little"
"tablefare",1,0,36443,31244,1.238276817415,"little"
"tabulation",1,0,36443,31244,1.238276817415,"little"
"tag",1,0,36443,31244,1.238276817415,"little"
"taig",1,0,36443,31244,1.238276817415,"little"
"tamer",1,0,36443,31244,1.238276817415,"little"
"tangibility",1,0,36443,31244,1.238276817415,"little"
"tannin",1,0,36443,31244,1.238276817415,"little"
"tanning",1,0,36443,31244,1.238276817415,"little"
"tap-dance",1,0,36443,31244,1.238276817415,"little"
"taper",1,0,36443,31244,1.238276817415,"little"
"tarragon",1,0,36443,31244,1.238276817415,"little"
"taskforce",1,0,36443,31244,1.238276817415,"little"
"taster",1,0,36443,31244,1.238276817415,"little"
"tatter",1,0,36443,31244,1.238276817415,"little"
"tatty",1,0,36443,31244,1.238276817415,"little"
"taxing",1,0,36443,31244,1.238276817415,"little"
"tea-party",1,0,36443,31244,1.238276817415,"little"
"teddy-boy",1,0,36443,31244,1.238276817415,"little"
"telephone",1,0,36443,31244,1.238276817415,"little"
"temperament",1,0,36443,31244,1.238276817415,"little"
"template",1,0,36443,31244,1.238276817415,"little"
"temple-state",1,0,36443,31244,1.238276817415,"little"
"tendril",1,0,36443,31244,1.238276817415,"little"
"terrace-house",1,0,36443,31244,1.238276817415,"little"
"terrier-type",1,0,36443,31244,1.238276817415,"little"
"terrine",1,0,36443,31244,1.238276817415,"little"
"thames-side",1,0,36443,31244,1.238276817415,"little"
"thang",1,0,36443,31244,1.238276817415,"little"
"thaw",1,0,36443,31244,1.238276817415,"little"
"theory-loading",1,0,36443,31244,1.238276817415,"little"
"thingamy",1,0,36443,31244,1.238276817415,"little"
"things-",1,0,36443,31244,1.238276817415,"little"
"thingumajig",1,0,36443,31244,1.238276817415,"little"
"thiroux",1,0,36443,31244,1.238276817415,"little"
"thisbe",1,0,36443,31244,1.238276817415,"little"
"thistle",1,0,36443,31244,1.238276817415,"little"
"thomham",1,0,36443,31244,1.238276817415,"little"
"three-piece",1,0,36443,31244,1.238276817415,"little"
"three-star",1,0,36443,31244,1.238276817415,"little"
"threesome",1,0,36443,31244,1.238276817415,"little"
"thriller",1,0,36443,31244,1.238276817415,"little"
"throttle",1,0,36443,31244,1.238276817415,"little"
"throughput",1,0,36443,31244,1.238276817415,"little"
"throw",1,0,36443,31244,1.238276817415,"little"
"thruppenny",1,0,36443,31244,1.238276817415,"little"
"thug",1,0,36443,31244,1.238276817415,"little"
"thumb-nail",1,0,36443,31244,1.238276817415,"little"
"thump",1,0,36443,31244,1.238276817415,"little"
"thyme",1,0,36443,31244,1.238276817415,"little"
"tibet",1,0,36443,31244,1.238276817415,"little"
"ticking",1,0,36443,31244,1.238276817415,"little"
"tid-bit",1,0,36443,31244,1.238276817415,"little"
"tiddly",1,0,36443,31244,1.238276817415,"little"
"tiff",1,0,36443,31244,1.238276817415,"little"
"tightening",1,0,36443,31244,1.238276817415,"little"
"tile",1,0,36443,31244,1.238276817415,"little"
"time-tailoring",1,0,36443,31244,1.238276817415,"little"
"tin-pot",1,0,36443,31244,1.238276817415,"little"
"tincture",1,0,36443,31244,1.238276817415,"little"
"tissue-paper",1,0,36443,31244,1.238276817415,"little"
"titch",1,0,36443,31244,1.238276817415,"little"
"titchy",1,0,36443,31244,1.238276817415,"little"
"toady",1,0,36443,31244,1.238276817415,"little"
"toast",1,0,36443,31244,1.238276817415,"little"
"toggle",1,0,36443,31244,1.238276817415,"little"
"toll",1,0,36443,31244,1.238276817415,"little"
"tome",1,0,36443,31244,1.238276817415,"little"
"tomor",1,0,36443,31244,1.238276817415,"little"
"tone",1,0,36443,31244,1.238276817415,"little"
"too-well",1,0,36443,31244,1.238276817415,"little"
"top-knot",1,0,36443,31244,1.238276817415,"little"
"topic",1,0,36443,31244,1.238276817415,"little"
"topping",1,0,36443,31244,1.238276817415,"little"
"tormenter",1,0,36443,31244,1.238276817415,"little"
"tornado",1,0,36443,31244,1.238276817415,"little"
"totem",1,0,36443,31244,1.238276817415,"little"
"tourism",1,0,36443,31244,1.238276817415,"little"
"tousle-headed",1,0,36443,31244,1.238276817415,"little"
"toxicity",1,0,36443,31244,1.238276817415,"little"
"trade-up",1,0,36443,31244,1.238276817415,"little"
"train'",1,0,36443,31244,1.238276817415,"little"
"traitor",1,0,36443,31244,1.238276817415,"little"
"tram-conductress",1,0,36443,31244,1.238276817415,"little"
"transference",1,0,36443,31244,1.238276817415,"little"
"transformation",1,0,36443,31244,1.238276817415,"little"
"transit",1,0,36443,31244,1.238276817415,"little"
"trap-door",1,0,36443,31244,1.238276817415,"little"
"travel",1,0,36443,31244,1.238276817415,"little"
"traveller",1,0,36443,31244,1.238276817415,"little"
"treacle",1,0,36443,31244,1.238276817415,"little"
"treadle",1,0,36443,31244,1.238276817415,"little"
"treasury",1,0,36443,31244,1.238276817415,"little"
"trend",1,0,36443,31244,1.238276817415,"little"
"trepidation",1,0,36443,31244,1.238276817415,"little"
"trespass",1,0,36443,31244,1.238276817415,"little"
"tributing",1,0,36443,31244,1.238276817415,"little"
"trickle-down",1,0,36443,31244,1.238276817415,"little"
"trickse",1,0,36443,31244,1.238276817415,"little"
"trifle",1,0,36443,31244,1.238276817415,"little"
"trippery",1,0,36443,31244,1.238276817415,"little"
"trolley",1,0,36443,31244,1.238276817415,"little"
"trophy",1,0,36443,31244,1.238276817415,"little"
"trot",1,0,36443,31244,1.238276817415,"little"
"truce",1,0,36443,31244,1.238276817415,"little"
"try",1,0,36443,31244,1.238276817415,"little"
"tsatskeleh",1,0,36443,31244,1.238276817415,"little"
"tsunamis",1,0,36443,31244,1.238276817415,"little"
"tulip",1,0,36443,31244,1.238276817415,"little"
"tulsa",1,0,36443,31244,1.238276817415,"little"
"tumble",1,0,36443,31244,1.238276817415,"little"
"tumuli",1,0,36443,31244,1.238276817415,"little"
"turner",1,0,36443,31244,1.238276817415,"little"
"tweak",1,0,36443,31244,1.238276817415,"little"
"tweaking",1,0,36443,31244,1.238276817415,"little"
"twiddle",1,0,36443,31244,1.238276817415,"little"
"twine",1,0,36443,31244,1.238276817415,"little"
"twister",1,0,36443,31244,1.238276817415,"little"
"twit",1,0,36443,31244,1.238276817415,"little"
"twitch",1,0,36443,31244,1.238276817415,"little"
"two-seater",1,0,36443,31244,1.238276817415,"little"
"twosome",1,0,36443,31244,1.238276817415,"little"
"typewriter",1,0,36443,31244,1.238276817415,"little"
"typewriting",1,0,36443,31244,1.238276817415,"little"
"tyra",1,0,36443,31244,1.238276817415,"little"
"ukelele",1,0,36443,31244,1.238276817415,"little"
"ulsterman",1,0,36443,31244,1.238276817415,"little"
"ultramarine",1,0,36443,31244,1.238276817415,"little"
"umbrella",1,0,36443,31244,1.238276817415,"little"
"undeadnik",1,0,36443,31244,1.238276817415,"little"
"underbank",1,0,36443,31244,1.238276817415,"little"
"understand",1,0,36443,31244,1.238276817415,"little"
"unemployment",1,0,36443,31244,1.238276817415,"little"
"uniform",1,0,36443,31244,1.238276817415,"little"
"unionisation",1,0,36443,31244,1.238276817415,"little"
"unionist",1,0,36443,31244,1.238276817415,"little"
"uniqueness",1,0,36443,31244,1.238276817415,"little"
"unity",1,0,36443,31244,1.238276817415,"little"
"unmentionable",1,0,36443,31244,1.238276817415,"little"
"unrest",1,0,36443,31244,1.238276817415,"little"
"unsporting",1,0,36443,31244,1.238276817415,"little"
"up",1,0,36443,31244,1.238276817415,"little"
"update",1,0,36443,31244,1.238276817415,"little"
"upper",1,0,36443,31244,1.238276817415,"little"
"upstart",1,0,36443,31244,1.238276817415,"little"
"use-value",1,0,36443,31244,1.238276817415,"little"
"utensil",1,0,36443,31244,1.238276817415,"little"
"vanilla",1,0,36443,31244,1.238276817415,"little"
"vaporisation",1,0,36443,31244,1.238276817415,"little"
"vapour",1,0,36443,31244,1.238276817415,"little"
"vark",1,0,36443,31244,1.238276817415,"little"
"varmint",1,0,36443,31244,1.238276817415,"little"
"vaseline",1,0,36443,31244,1.238276817415,"little"
"vasodepressor",1,0,36443,31244,1.238276817415,"little"
"vegetable-garden",1,0,36443,31244,1.238276817415,"little"
"veil",1,0,36443,31244,1.238276817415,"little"
"velvet-lined",1,0,36443,31244,1.238276817415,"little"
"vengeance",1,0,36443,31244,1.238276817415,"little"
"venom",1,0,36443,31244,1.238276817415,"little"
"vermilion",1,0,36443,31244,1.238276817415,"little"
"vermouth",1,0,36443,31244,1.238276817415,"little"
"vern",1,0,36443,31244,1.238276817415,"little"
"very-low-fat",1,0,36443,31244,1.238276817415,"little"
"viaticum",1,0,36443,31244,1.238276817415,"little"
"vice",1,0,36443,31244,1.238276817415,"little"
"violet",1,0,36443,31244,1.238276817415,"little"
"virtuosity",1,0,36443,31244,1.238276817415,"little"
"visage",1,0,36443,31244,1.238276817415,"little"
"visibility",1,0,36443,31244,1.238276817415,"little"
"visionary",1,0,36443,31244,1.238276817415,"little"
"vitamin",1,0,36443,31244,1.238276817415,"little"
"vuillard",1,0,36443,31244,1.238276817415,"little"
"wabi",1,0,36443,31244,1.238276817415,"little"
"wadding",1,0,36443,31244,1.238276817415,"little"
"waddle",1,0,36443,31244,1.238276817415,"little"
"wage-earner",1,0,36443,31244,1.238276817415,"little"
"wait",1,0,36443,31244,1.238276817415,"little"
"waitress-work",1,0,36443,31244,1.238276817415,"little"
"wall-hung",1,0,36443,31244,1.238276817415,"little"
"wallachia",1,0,36443,31244,1.238276817415,"little"
"wallet",1,0,36443,31244,1.238276817415,"little"
"wallowing",1,0,36443,31244,1.238276817415,"little"
"waltze",1,0,36443,31244,1.238276817415,"little"
"wandel",1,0,36443,31244,1.238276817415,"little"
"wanton",1,0,36443,31244,1.238276817415,"little"
"wantonness",1,0,36443,31244,1.238276817415,"little"
"war-damage",1,0,36443,31244,1.238276817415,"little"
"war-gaming",1,0,36443,31244,1.238276817415,"little"
"warband",1,0,36443,31244,1.238276817415,"little"
"ward-maid",1,0,36443,31244,1.238276817415,"little"
"warm",1,0,36443,31244,1.238276817415,"little"
"warming",1,0,36443,31244,1.238276817415,"little"
"warpstone",1,0,36443,31244,1.238276817415,"little"
"wash-basin",1,0,36443,31244,1.238276817415,"little"
"washing-stand",1,0,36443,31244,1.238276817415,"little"
"waste-land",1,0,36443,31244,1.238276817415,"little"
"watchman",1,0,36443,31244,1.238276817415,"little"
"water-tree",1,0,36443,31244,1.238276817415,"little"
"watercress",1,0,36443,31244,1.238276817415,"little"
"watersport",1,0,36443,31244,1.238276817415,"little"
"waxwork",1,0,36443,31244,1.238276817415,"little"
"weakling",1,0,36443,31244,1.238276817415,"little"
"wear",1,0,36443,31244,1.238276817415,"little"
"weather-beaten",1,0,36443,31244,1.238276817415,"little"
"weatherman",1,0,36443,31244,1.238276817415,"little"
"weaving",1,0,36443,31244,1.238276817415,"little"
"web",1,0,36443,31244,1.238276817415,"little"
"weepy",1,0,36443,31244,1.238276817415,"little"
"weighbridge",1,0,36443,31244,1.238276817415,"little"
"wellington",1,0,36443,31244,1.238276817415,"little"
"wenham",1,0,36443,31244,1.238276817415,"little"
"wesleyan",1,0,36443,31244,1.238276817415,"little"
"whatsname",1,0,36443,31244,1.238276817415,"little"
"wheat",1,0,36443,31244,1.238276817415,"little"
"wheatgerm",1,0,36443,31244,1.238276817415,"little"
"whiff",1,0,36443,31244,1.238276817415,"little"
"whip-round",1,0,36443,31244,1.238276817415,"little"
"whippet",1,0,36443,31244,1.238276817415,"little"
"whirl",1,0,36443,31244,1.238276817415,"little"
"whirling",1,0,36443,31244,1.238276817415,"little"
"whisker",1,0,36443,31244,1.238276817415,"little"
"whiskey",1,0,36443,31244,1.238276817415,"little"
"whistling",1,0,36443,31244,1.238276817415,"little"
"whizzbang",1,0,36443,31244,1.238276817415,"little"
"whorehouse",1,0,36443,31244,1.238276817415,"little"
"wiggle",1,0,36443,31244,1.238276817415,"little"
"wight",1,0,36443,31244,1.238276817415,"little"
"wildlife",1,0,36443,31244,1.238276817415,"little"
"wile",1,0,36443,31244,1.238276817415,"little"
"wimp",1,0,36443,31244,1.238276817415,"little"
"wind-fall",1,0,36443,31244,1.238276817415,"little"
"window-gazing",1,0,36443,31244,1.238276817415,"little"
"windsurfing",1,0,36443,31244,1.238276817415,"little"
"windy-pop",1,0,36443,31244,1.238276817415,"little"
"winner",1,0,36443,31244,1.238276817415,"little"
"wiring",1,0,36443,31244,1.238276817415,"little"
"wirthse",1,0,36443,31244,1.238276817415,"little"
"wistfulness",1,0,36443,31244,1.238276817415,"little"
"witness",1,0,36443,31244,1.238276817415,"little"
"wobble",1,0,36443,31244,1.238276817415,"little"
"woodchuck",1,0,36443,31244,1.238276817415,"little"
"woodwork",1,0,36443,31244,1.238276817415,"little"
"woolly",1,0,36443,31244,1.238276817415,"little"
"work-bench",1,0,36443,31244,1.238276817415,"little"
"work-horse",1,0,36443,31244,1.238276817415,"little"
"worldling",1,0,36443,31244,1.238276817415,"little"
"worrier",1,0,36443,31244,1.238276817415,"little"
"wrapper",1,0,36443,31244,1.238276817415,"little"
"wrapping",1,0,36443,31244,1.238276817415,"little"
"wratting",1,0,36443,31244,1.238276817415,"little"
"wreckage",1,0,36443,31244,1.238276817415,"little"
"wringer",1,0,36443,31244,1.238276817415,"little"
"writing-desk",1,0,36443,31244,1.238276817415,"little"
"wurzel",1,0,36443,31244,1.238276817415,"little"
"xenophobic",1,0,36443,31244,1.238276817415,"little"
"yapping",1,0,36443,31244,1.238276817415,"little"
"yeast",1,0,36443,31244,1.238276817415,"little"
"yellow-tinged",1,0,36443,31244,1.238276817415,"little"
"yew",1,0,36443,31244,1.238276817415,"little"
"yokel",1,0,36443,31244,1.238276817415,"little"
"yolk",1,0,36443,31244,1.238276817415,"little"
"zenouska",1,0,36443,31244,1.238276817415,"little"
"zeppelin",1,0,36443,31244,1.238276817415,"little"
"zinc",1,0,36443,31244,1.238276817415,"little"
"éclair",1,0,36443,31244,1.238276817415,"little"
"Černín",1,0,36443,31244,1.238276817415,"little"
"art",7,5,36437,31239,0.0980434928972758,"little"
"concession",7,5,36437,31239,0.0980434928972758,"little"
"general",7,5,36437,31239,0.0980434928972758,"little"
"jump",7,5,36437,31239,0.0980434928972758,"little"
"niche",7,5,36437,31239,0.0980434928972758,"little"
"home",20,12,36424,31232,0.979649688709642,"little"
"attraction",5,2,36439,31242,0.907962841004326,"little"
"bottom",5,2,36439,31242,0.907962841004326,"little"
"check",5,2,36439,31242,0.907962841004326,"little"
"chicken",5,2,36439,31242,0.907962841004326,"little"
"chocolate",5,2,36439,31242,0.907962841004326,"little"
"correlation",5,2,36439,31242,0.907962841004326,"little"
"elephant",5,2,36439,31242,0.907962841004326,"little"
"errand",5,2,36439,31242,0.907962841004326,"little"
"fairy",5,2,36439,31242,0.907962841004326,"little"
"giggle",5,2,36439,31242,0.907962841004326,"little"
"grave",5,2,36439,31242,0.907962841004326,"little"
"grey",5,2,36439,31242,0.907962841004326,"little"
"guitar",5,2,36439,31242,0.907962841004326,"little"
"paint",5,2,36439,31242,0.907962841004326,"little"
"pest",5,2,36439,31242,0.907962841004326,"little"
"set-up",5,2,36439,31242,0.907962841004326,"little"
"shoot",5,2,36439,31242,0.907962841004326,"little"
"stab",5,2,36439,31242,0.907962841004326,"little"
"expense",11,6,36433,31238,0.823643091987241,"little"
"scheme",11,6,36433,31238,0.823643091987241,"little"
"criticism",8,4,36436,31240,0.814566438073657,"little"
"hollow",8,4,36436,31240,0.814566438073657,"little"
"talent",8,4,36436,31240,0.814566438073657,"little"
"taste",8,4,36436,31240,0.814566438073657,"little"
